startdate,enddate,status,ipaddress,progress,durationinseconds,finished,recordeddate,responseid,locationlatitude,locationlongitude,userlanguage,q1,q31,q36_1,q4,q5,q8,q33_1,q33_2,q33_3,q33_4,q33_5,q33_6,q9,q10,q11,q7,q12,q14,q15,q32,q21,q22,q23,q24,q25,q26,q27,q34,q35
12/5/2023 12:20,12/5/2023 12:21,0,107.115.231.80,100,48,1,12/5/2023 12:21,R_vkIzC1ajYS8rl7j,25.811899,-80.231796,ES,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/1/2023 8:33,12/1/2023 8:35,0,107.122.105.67,100,140,1,12/1/2023 8:35,R_22DGRFW2GOQxqvA,33.820599,-84.022903,EN,1,1,41,2,5,"4,10",3,4,1,5,2,6,1,6,1,2,2,7,6,6,1,1,1,8,6,1,2,2,5
12/6/2023 6:58,12/6/2023 6:59,0,107.122.109.19,100,17,1,12/6/2023 6:59,R_Zf3bQXOEGU97QZj,33.820599,-84.022903,EN,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/6/2023 9:56,12/6/2023 10:02,0,107.122.109.23,100,353,1,12/6/2023 10:02,R_1LTjYVcte3dbU5T,33.820599,-84.022903,EN,1,1,36,2,7,"1,3,11",1,2,4,3,5,6,1,2,3,2,2,6,6,4,4,1,1,4,2,1,2,2,3
11/28/2023 5:48,11/28/2023 5:48,0,107.122.109.49,100,21,1,11/28/2023 5:48,R_2e3XHdjtaxoDC33,33.820599,-84.022903,EN,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/27/2023 11:52,11/27/2023 11:56,0,107.123.33.100,100,284,1,11/27/2023 11:56,R_3ql1MQUIM54Ljkx,33.748501,-84.3871,EN,1,1,41,2,5,9,5,4,1,3,2,6,1,6,1,2,2,7,6,6,1,1,1,8,5,1,2,2,5
12/5/2023 13:14,12/5/2023 13:15,0,107.123.33.109,100,32,1,12/5/2023 13:15,R_3nCTnNzEsiGMEql,33.748501,-84.3871,EN,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/1/2023 5:46,12/1/2023 5:51,0,107.123.33.61,100,296,1,12/1/2023 5:51,R_1FQEEByGknNQcFG,33.748501,-84.3871,EN,1,1,41,3,5,4,6,4,1,3,2,5,1,5,1,2,3,6,6,2,3,1,1,9,6,1,1,2,3
11/27/2023 12:58,11/27/2023 12:58,0,107.123.33.71,12,24,0,12/4/2023 12:58,R_1FOPzGYqPWGuQEV,,,EN,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,
12/5/2023 12:48,12/5/2023 12:51,0,107.123.33.85,100,159,1,12/5/2023 12:51,R_D5ZjZAIohpQSi6l,33.748501,-84.3871,EN,1,1,48,4,5,8,5,2,3,4,1,6,1,1,1,2,2,8,3,4,1,1,1,8,7,1,2,2,5
12/1/2023 14:36,12/1/2023 14:36,0,107.123.33.90,100,23,1,12/1/2023 14:36,R_3HCynBFFIynJ8dx,33.748501,-84.3871,EN,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/1/2023 10:53,12/1/2023 10:54,0,107.123.33.96,32,102,0,12/8/2023 10:55,R_2xLC3FIjcLr1uPx,,,EN,1,1,11,1,"1,7",10,1,3,2,4,5,6,1,,,,,,,,,,,,,,,,
11/28/2023 15:28,11/28/2023 15:29,0,107.123.37.29,4,63,0,12/5/2023 15:29,R_10BPFMXMLLjK7ff,,,ES,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/27/2023 9:28,11/27/2023 9:28,0,107.127.0.50,100,28,1,11/27/2023 9:28,R_SO7c1InZ5IIvZDj,29.5443,-98.549896,EN,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/1/2023 8:05,12/1/2023 8:05,0,107.127.0.73,100,6,1,12/1/2023 8:05,R_1ibszjXj4RT5hg0,29.5443,-98.549896,EN,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/4/2023 12:40,12/4/2023 12:41,0,107.127.28.1,100,34,1,12/4/2023 12:41,R_PY7n45LACTyarUl,28.3939,-81.4216,EN,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/1/2023 7:56,12/1/2023 7:56,0,107.127.28.103,4,8,0,12/8/2023 7:56,R_zeVjc8PiPRW4bMl,,,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/29/2023 12:02,12/5/2023 6:31,0,107.127.28.105,100,498500,1,12/5/2023 6:31,R_1Kf0cpsujhlYT39,28.3939,-81.4216,EN,1,1,48,6,6,8,4,3,1,5,2,6,1,3,1,2,2,6,6,3,3,1,1,2,5,3,1,3,3
11/27/2023 12:51,11/27/2023 12:51,8,107.127.28.114,100,11,1,11/27/2023 12:51,R_6yCBgCjJcdGZSNP,28.3939,-81.4216,ES,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/1/2023 9:44,12/1/2023 9:45,0,107.127.28.121,100,64,1,12/1/2023 9:45,R_1fjQeINgpcE22wq,28.3939,-81.4216,EN,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/29/2023 20:30,11/29/2023 20:35,0,107.127.28.127,100,273,1,11/29/2023 20:35,R_3pfITCaInhAM8uc,28.3939,-81.4216,EN,1,1,53,5,"2,3","1,2,3,9",3,2,1,4,5,6,1,4,1,2,1,6:15,5,4,1,1,4,6,3,4,2,2,5
12/4/2023 8:07,12/4/2023 8:08,0,107.127.28.129,100,21,1,12/4/2023 8:08,R_27ktyiRgO9u8kRC,28.3939,-81.4216,EN,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/28/2023 11:29,11/28/2023 11:30,0,107.127.28.13,100,27,1,11/28/2023 11:30,R_2qF7ybRhBhxS8Eh,28.3939,-81.4216,ES,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/1/2023 6:52,12/1/2023 6:52,0,107.127.28.17,100,10,1,12/1/2023 6:52,R_3HHQh0n5TW3NRwo,28.3939,-81.4216,EN,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/4/2023 9:59,12/4/2023 10:00,0,107.127.28.21,100,6,1,12/4/2023 10:00,R_OKddrd5oMu8J4tj,28.3939,-81.4216,EN,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/29/2023 12:02,11/29/2023 12:02,0,107.127.28.26,100,14,1,11/29/2023 12:02,R_suLr4okGffSh07n,28.3939,-81.4216,EN,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/6/2023 16:34,12/6/2023 16:34,0,107.127.28.56,100,13,1,12/6/2023 16:34,R_PMYtVXoSPBBTkel,28.3939,-81.4216,EN,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/29/2023 14:51,11/29/2023 14:51,0,107.127.28.57,100,11,1,11/29/2023 14:51,R_1Dx44ZkIGMRISoj,28.3939,-81.4216,ES,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/27/2023 13:38,11/27/2023 13:38,0,107.127.28.6,100,24,1,11/27/2023 13:38,R_3HYcfVhiZOdFbpT,28.3939,-81.4216,EN,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/30/2023 12:46,11/30/2023 12:55,0,107.127.28.66,100,563,1,11/30/2023 12:55,R_22rCYg6wK3OZcR7,28.3939,-81.4216,EN,1,1,36,3,6,11,2,1,3,4,5,6,1,1,1,4,2,7:30,5:30,5,3,1,1,1,3,1,2,2,3
12/1/2023 16:14,12/1/2023 16:18,0,107.127.28.73,100,279,1,12/1/2023 16:18,R_vubXY1B6BcfEvLP,28.3939,-81.4216,EN,1,1,64,2,5,"2,10",5,4,1,2,3,6,1,3,2,2,3,730,530,4,1,1,1,8,7,1,2,2,5
11/29/2023 11:31,11/29/2023 11:32,0,107.127.28.79,100,46,1,11/29/2023 11:32,R_33qJ4Hp2uG37B6B,28.3939,-81.4216,EN,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/27/2023 9:20,11/27/2023 9:21,0,107.127.32.13,100,54,1,11/27/2023 9:21,R_PRnXulY3cEb6FMZ,28.634399,-81.622101,EN,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/1/2023 8:05,12/1/2023 8:09,0,107.127.32.21,100,198,1,12/1/2023 8:09,R_2TXVR0UtxMjbEK0,28.634399,-81.622101,EN,1,1,5,6,6,10,4,5,2,6,1,3,1,6,3,2,2,9,2,4,1,1,1,7,6,1,2,2,5
12/1/2023 11:42,12/1/2023 11:46,0,107.127.32.29,100,262,1,12/1/2023 11:46,R_1hNe25HKFIRubkU,28.634399,-81.622101,ES,1,1,5,6,6,"3,4,12,11",5,1,4,2,6,3,1,2,1,1,2,8:00 AM,6:00 PM,5,2,2,4,3,1,2,2,1,5
11/30/2023 5:21,11/30/2023 10:09,0,107.127.32.38,100,17315,1,11/30/2023 10:09,R_2ZVUahQRAuDQb4Z,28.634399,-81.622101,EN,1,1,40,2,6,10,5,6,1,2,3,4,1,1,1,4,2,6,6,3,3,1,1,2,3,6,2,1,7
12/1/2023 20:34,12/1/2023 20:38,0,107.127.32.62,4,211,0,12/8/2023 20:38,R_3OcYJwWDm0IHgTV,,,ES,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/4/2023 6:41,12/4/2023 6:45,0,107.127.32.68,100,214,1,12/4/2023 6:45,R_1dKytmL91vb7ffC,28.634399,-81.622101,EN,1,1,53,5,6,"2,3",5,2,1,4,3,6,1,5,2,2,3,7,4,3,1,2,2,5,4,1,2,1,5
11/29/2023 14:43,11/29/2023 14:43,0,107.127.35.65,100,10,1,11/29/2023 14:43,R_2WAaPtOrzmEzTtD,29.8118,-95.508797,EN,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/5/2023 11:06,12/5/2023 11:10,0,107.131.164.44,100,190,1,12/5/2023 11:10,R_3kNVUK0SXY2AIYL,25.8132,-80.186203,EN,1,1,43,2,6,10,1,3,2,4,5,6,1,2,1,2,2,9,5:30,4,2,1,1,7,6,1,2,2,3
12/7/2023 20:00,12/7/2023 20:06,0,107.140.41.123,100,387,1,12/7/2023 20:06,R_2DYPsmvyirtPdGF,27.2913,-80.297699,ES,1,1,56,5,7,10,1,2,6,3,4,5,1,1,3,2,1,9am,6pm,5,1,1,1,1,1,1,2,1,6
11/27/2023 9:40,11/27/2023 9:41,0,107.140.43.2,12,26,0,12/4/2023 9:41,R_24GBMSz0qCv3h64,,,EN,1,1,56,,,,,,,,,,,,,,,,,,,,,,,,,,
11/30/2023 14:53,11/30/2023 14:56,0,107.141.188.111,100,155,1,11/30/2023 14:56,R_a3pTA5D6azv51zr,25.779301,-80.208801,EN,1,1,43,3,5,"2,4",5,2,1,3,4,6,1,6,1,2,2,7,6,3,1,1,1,8,7,1,2,1,5
11/27/2023 15:50,11/27/2023 15:54,0,107.145.152.94,100,261,1,11/27/2023 15:54,R_3oyZptOiJcWqEbv,29.2866,-81.086899,EN,1,1,64,3,6,10,6,3,1,5,2,4,1,3,3,2,2,7,6,4,1,1,1,9,6,1,2,2,5
12/1/2023 8:17,12/1/2023 8:23,0,107.145.186.21,100,340,1,12/1/2023 8:23,R_eXWhKCxbmgr7eAp,27.867201,-82.350304,EN,1,1,28,6,6,8,4,1,3,5,2,6,1,1,1,2,1,6:00am,6:00pm,2,3,1,1,6,7,3,2,2,3
11/29/2023 11:50,11/29/2023 11:54,0,107.145.188.105,100,207,1,11/29/2023 11:54,R_OlIZ3e3hh0bK4yR,28.553101,-81.759697,EN,1,1,34,1,7,10,6,3,4,5,2,1,1,3,1,2,3,6,6:30,3,3,1,1,5,4,4,2,2,3
11/27/2023 12:02,11/27/2023 12:02,0,107.145.23.50,100,16,1,11/27/2023 12:03,R_r9jpohR18VmcQ5r,28.527399,-81.601196,EN,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/1/2023 6:48,12/1/2023 6:48,0,107.145.29.36,4,19,0,12/8/2023 6:48,R_1LbqCtPNUtFwIbD,,,ES,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/28/2023 16:27,11/28/2023 16:34,0,107.145.83.204,100,424,1,11/28/2023 16:34,R_1hXtK0JlN9XAbCn,28.935101,-81.990303,EN,1,1,60,5,5,3,1,4,5,2,3,6,1,1,1,2,2,7:30,4:30,4,3,1,1,1,3,4,2,2,5
11/27/2023 11:47,11/27/2023 11:47,0,107.146.12.148,100,34,1,11/27/2023 11:47,R_3CIz0K32wBFnc5y,28.945299,-81.298897,EN,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/29/2023 12:18,11/29/2023 12:23,0,107.146.28.25,100,307,1,11/29/2023 12:23,R_27m7jWQAHZbFGFS,28.305599,-81.419701,EN,1,1,53,3,6,10,2,1,3,4,5,6,1,1,3,2,1,630,6,6,1,1,1,9,4,1,1,2,5
12/1/2023 9:11,12/1/2023 9:12,0,107.146.28.38,100,38,1,12/1/2023 9:12,R_2Sl8cYar0x0mtiu,28.305599,-81.419701,ES,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/30/2023 6:53,11/30/2023 7:24,0,107.19.12.241,100,1806,1,11/30/2023 7:24,R_CmdMwQ13vl0QtW1,25.457199,-80.458702,EN,1,1,43,5,6,"1,12,11",3,2,1,4,5,6,1,1,2,2,2,7,7,3,3,1,1,4,3,1,2,1,6
12/1/2023 12:09,12/1/2023 12:12,0,107.19.9.13,100,192,1,12/1/2023 12:12,R_31Ze7nmcjPS3mD3,27.9981,-81.778,EN,1,1,53,5,2,8,2,4,1,5,3,6,1,1,3,4,1,6,4,6,1,1,1,6,5,1,2,2,5
11/27/2023 16:22,11/27/2023 16:22,0,107.193.125.5,100,10,1,11/27/2023 16:22,R_3kk9M2xMSetnl8U,30.671,-87.173698,EN,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/29/2023 10:54,11/29/2023 11:07,0,107.193.152.181,100,779,1,11/29/2023 11:07,R_10C6yjZsVE6Snif,26.152201,-80.3153,EN,1,1,43,6,6,"4,7,9",3,4,1,2,5,6,1,6,1,2,2,7:30,6:30,3,4,1,1,4,7,6,2,2,3
12/5/2023 8:30,12/5/2023 8:33,0,107.194.11.3,100,155,1,12/5/2023 8:33,R_3QJezUE2QroAms3,25.7689,-80.194603,EN,1,1,43,6,7,8,1,2,3,4,5,6,1,2,2,2,3,7:00,6:00,6,3,3,1,5,4,1,2,2,3
12/4/2023 6:21,12/4/2023 6:21,0,107.195.101.89,100,32,1,12/4/2023 6:21,R_2OOpFJYDHN6Tunn,25.7349,-80.222801,ES,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/1/2023 8:07,12/1/2023 8:11,0,107.196.69.17,100,215,1,12/1/2023 8:11,R_2b48r8PArT0qRkJ,27.4475,-80.358101,EN,1,1,56,5,3,"1,4,7,9",1,5,2,4,3,6,1,2,1,2,2,7:00,6,5,1,1,1,3,6,1,1,2,5
11/27/2023 10:16,11/29/2023 11:43,0,107.202.156.140,100,178033,1,11/29/2023 11:43,R_264lzS9538ZKJio,25.8153,-80.357697,EN,1,1,43,4,6,"1,11",2,1,3,4,5,6,1,1,3,2,1,8:00,2:00,6,4,1,1,6,6,1,2,1,5
12/4/2023 16:31,12/4/2023 16:36,0,107.202.234.18,100,325,1,12/4/2023 16:36,R_1IuexjsMi6Fk800,30.615601,-87.321098,EN,1,1,16,4,6,10,2,3,1,5,4,6,1,4,1,2,2,7,6,5,1,1,1,5,6,3,2,2,5
11/29/2023 13:32,11/29/2023 13:32,0,107.206.216.77,100,23,1,11/29/2023 13:32,R_2aRfyVWbfmhTMCS,26.268101,-80.209198,EN,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/1/2023 9:26,12/1/2023 9:26,0,107.208.112.56,100,28,1,12/1/2023 9:26,R_12zizJGsh3ButCX,25.763399,-80.188599,ES,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/29/2023 18:06,11/29/2023 18:10,0,107.209.89.44,100,252,1,11/29/2023 18:10,R_1lhnUxbENpIXheV,26.099001,-80.182198,EN,1,1,6,4,5,8,5,3,1,4,2,6,1,2,3,2,3,7:30,6,5,2,1,1,8,7,1,2,2,3
12/2/2023 17:17,12/2/2023 17:23,0,107.214.158.144,100,340,1,12/2/2023 17:23,R_RCPYaDTcOZrRGJb,25.811899,-80.231796,ES,1,1,9,6,3,10,1,2,3,5,4,6,2,1,1,6,1,8,2,5,3,2,4,3,1,4,2,1,5
11/29/2023 17:52,11/29/2023 17:56,0,107.217.48.132,100,234,1,11/29/2023 17:56,R_2CfdNXRlYV3SQ3s,29.555401,-81.220703,EN,1,1,17,3,7,10,2,3,1,4,5,6,1,3,1,2,2,630,6,2,3,1,1,6,6,1,2,2,5
11/27/2023 11:56,11/27/2023 12:03,0,107.220.240.57,100,427,1,11/27/2023 12:03,R_2xQXBdIkS6hpLq2,25.457199,-80.458702,EN,1,1,43,3,6,10,6,2,5,4,1,3,1,2,1,2,3,6,6,3,3,1,1,9,3,3,2,2,3
11/29/2023 14:16,11/29/2023 14:17,0,107.72.178.143,100,42,1,11/29/2023 14:17,R_yJaj4mYUZ7DkPap,25.764099,-80.270203,EN,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/29/2023 16:49,11/29/2023 16:52,0,107.72.178.161,100,173,1,11/29/2023 16:52,R_1pnjHg1YpLoeyXa,25.764099,-80.270203,EN,1,1,6,6,7,10,6,2,1,5,3,4,1,3,1,2,2,8:30,4:30,5,1,1,1,8,6,2,2,2,5
12/5/2023 6:52,12/5/2023 6:55,0,107.72.178.187,100,204,1,12/5/2023 6:55,R_2QfbDEdsZUlZctY,25.764099,-80.270203,EN,1,1,3,1,7,11,1,2,3,4,5,6,1,5,1,2,3,7,5,3,3,1,1,3,4,1,2,2,5
11/29/2023 16:36,11/29/2023 16:40,0,107.72.178.200,100,249,1,11/29/2023 16:40,R_2fk5ljwMEWhQuHF,25.764099,-80.270203,EN,1,1,48,2,5,"2,4",4,3,1,5,2,6,1,4,3,2,1,9,3,4,1,1,1,8,7,1,2,2,5
12/5/2023 19:35,12/5/2023 19:39,0,107.72.178.225,100,283,1,12/5/2023 19:39,R_1dcRlxnIRudY3q0,25.764099,-80.270203,ES,1,1,48,2,5,10,1,2,3,4,5,6,1,2,1,2,3,6;30,6:00,4,2,2,3,2,4,1,2,1,6
11/29/2023 13:34,11/29/2023 13:34,0,107.72.178.59,12,28,0,12/6/2023 13:35,R_1FnWJBlybHv6UZ2,,,EN,1,1,47,,,,,,,,,,,,,,,,,,,,,,,,,,
12/1/2023 12:57,12/1/2023 12:59,0,107.72.178.6,20,93,0,12/8/2023 13:09,R_2fCeF9y221AxNPX,,,ES,1,1,15,6,6,,,,,,,,,,,,,,,,,,,,,,,,
12/2/2023 10:10,12/2/2023 10:13,0,107.77.215.215,100,205,1,12/2/2023 10:13,R_2AElQsbgzhBVyh2,28.634399,-81.622101,EN,1,1,28,5,6,11,1,2,3,5,4,6,1,4,3,2,3,8:30,4:30,6,1,1,1,6,3,4,2,2,5
12/5/2023 9:00,12/5/2023 9:11,0,107.77.215.31,100,685,1,12/5/2023 9:11,R_2R1TjwotTtWbRwi,28.634399,-81.622101,ES,1,1,48,3,6,1,1,2,3,4,5,6,1,3,1,1,2,7am ,4pm,6,4,2,4,2,2,1,2,1,5
11/29/2023 12:37,11/29/2023 12:43,0,107.77.215.40,100,369,1,11/29/2023 12:43,R_cutLwKtPhuJg1K9,28.634399,-81.622101,EN,1,1,50,5,7,8,3,4,1,5,2,6,1,6,1,2,2,8,5,4,1,1,1,8,7,1,2,2,5
11/29/2023 23:08,11/29/2023 23:14,0,107.77.215.7,100,312,1,11/29/2023 23:14,R_3HkurUkFrBMWAKP,28.634399,-81.622101,EN,1,1,6,6,3,"5,12",2,3,5,4,6,1,1,4,1,2,2,8:30,5,3,1,11,3,5,4,2,2,2,5
11/29/2023 15:50,11/29/2023 15:53,0,107.77.216.187,100,133,1,11/29/2023 15:53,R_1160gVEF8kERUpH,28.634399,-81.622101,EN,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/2/2023 8:38,12/2/2023 8:42,0,107.77.216.21,100,209,1,12/2/2023 8:42,R_1HcvdLkwSDJtLwT,28.634399,-81.622101,EN,1,1,15,4,5,7,4,3,2,5,1,6,1,5,1,2,2,7,5,3,1,1,1,9,7,1,2,2,5
12/6/2023 9:14,12/6/2023 9:15,0,107.77.216.35,100,47,1,12/6/2023 9:15,R_2AFjOYXJkAH2xhX,28.634399,-81.622101,EN,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/5/2023 17:54,12/5/2023 17:59,0,107.77.216.65,100,307,1,12/5/2023 17:59,R_1pLOl4wX4HqrlQt,28.634399,-81.622101,EN,1,1,48,5,"5,7",10,1,2,4,3,5,6,1,3,1,2,2,7:30,5:00,2,3,2,1,4,4,1,2,1,3
11/30/2023 9:44,12/1/2023 8:21,0,107.77.216.72,100,81404,1,12/1/2023 8:21,R_2dRO9vdgKL2r30e,28.634399,-81.622101,EN,1,1,48,2,6,8,3,1,6,4,5,2,1,2,1,2,1,8:30,5:30,3,3,1,1,1,7,2,2,2,3
11/29/2023 6:53,11/29/2023 6:53,0,107.77.216.85,100,34,1,11/29/2023 6:53,R_26l1pO1LIdY285s,28.634399,-81.622101,EN,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/1/2023 7:25,12/1/2023 7:26,0,107.77.216.98,100,9,1,12/1/2023 7:26,R_2XiIde6MRw6SBhd,28.634399,-81.622101,EN,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/1/2023 12:43,12/1/2023 12:43,0,108.147.177.64,100,15,1,12/1/2023 12:43,R_1j8Px3esxEj4PGt,34.023998,-84.239601,EN,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/4/2023 7:04,12/4/2023 7:18,0,108.147.177.92,100,841,1,12/4/2023 7:18,R_xciT6wCZJbgoCOJ,34.0014,-84.014397,EN,1,1,17,6,6,8,3,2,1,4,5,6,1,1,1,1,3,830,400,5,1,1,1,7,3,1,2,2,5
12/5/2023 7:12,12/5/2023 7:17,0,108.188.130.48,100,330,1,12/5/2023 7:17,R_3JELmRBXCo8ANoC,28.597799,-81.302399,EN,1,1,48,3,7,"12,7",1,3,2,5,4,6,1,2,3,2,2,730,6,4,1,1,1,9,5,2,1,3,6
12/5/2023 6:26,12/5/2023 6:26,0,108.188.159.107,100,30,1,12/5/2023 6:26,R_Rz4zAiKRZKf3N7P,28.530001,-81.405701,EN,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/27/2023 13:08,11/27/2023 13:13,0,108.188.173.140,100,289,1,11/27/2023 13:13,R_1FFCUNeTvEGik0f,28.305599,-81.419701,EN,1,1,49,1,7,8,4,2,3,5,1,6,1,5,5,2,5,6:30,5,3,1,1,1,6,4,1,2,2,5
12/5/2023 8:15,12/5/2023 8:16,0,108.188.249.247,100,17,1,12/5/2023 8:16,R_82mDwXsgVRlLBHb,28.598101,-81.351501,EN,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/28/2023 7:45,11/28/2023 7:48,0,108.189.108.101,100,177,1,11/28/2023 7:48,R_2zhGwLUghnisWx0,29.2208,-81.014,EN,1,1,64,2,6,8,3,2,1,4,5,6,1,3,1,2,3,8:30 AM,5:00 PM,4,1,1,1,8,7,1,2,2,5
12/6/2023 8:46,12/6/2023 8:47,0,108.189.120.53,100,50,1,12/6/2023 8:47,R_3qyXU3rIHCnJPdw,28.622499,-81.431702,EN,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/1/2023 9:10,12/1/2023 9:11,0,108.190.101.199,100,11,1,12/1/2023 9:11,R_3RfpZpPC4JmxVwW,28.038601,-82.369598,EN,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/1/2023 9:14,12/1/2023 9:17,0,108.190.124.132,100,194,1,12/1/2023 9:17,R_3RpTwcEp9irWeEk,28.1355,-82.460503,EN,1,1,26,5,6,"1,2,11",1,2,5,3,4,6,1,1,2,2,5,6am,6pm,5,3,1,1,5,6,1,2,2,3
12/4/2023 9:36,12/4/2023 9:37,0,108.190.54.25,100,27,1,12/4/2023 9:37,R_tS9Sb8cdHPXfw7T,27.804399,-82.275902,EN,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/30/2023 7:35,11/30/2023 7:39,0,108.190.76.37,100,243,1,11/30/2023 7:39,R_2VkZYPKoTchJiMF,27.959,-82.493797,EN,1,1,28,2,7,8,4,1,2,5,3,6,1,5,1,2,2,730,6,4,1,1,1,8,6,1,2,2,2
12/5/2023 8:11,12/5/2023 8:11,0,108.191.248.64,100,8,1,12/5/2023 8:11,R_1GQy64LUJnZgiAg,28.363701,-82.675903,EN,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/29/2023 14:14,11/29/2023 14:18,0,108.202.108.69,100,243,1,11/29/2023 14:18,R_33vsTGwh15DHN5P,28.5436,-81.373802,EN,1,1,48,4,5,10,5,4,2,3,1,6,1,2,5,2,1,8:00,6:00,6,1,1,1,9,6,6,2,2,2
12/4/2023 6:57,12/4/2023 6:58,0,108.204.153.241,100,43,1,12/4/2023 6:58,R_RUfKiWXFmOlTonT,29.0508,-81.2845,EN,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/1/2023 5:42,12/1/2023 5:42,0,108.206.20.97,100,9,1,12/1/2023 5:42,R_swjc9zYrmijBxWF,34.829601,-86.745399,EN,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/30/2023 17:12,11/30/2023 17:16,0,108.208.168.233,100,195,1,11/30/2023 17:16,R_1jrN0w3eEKBjhGK,30.3498,-87.165497,EN,1,1,57,1,7,8,5,2,1,6,3,4,1,3,1,2,2,8,4,3,1,1,1,8,7,1,2,2,5
12/2/2023 9:50,12/2/2023 9:51,0,108.210.76.45,100,16,1,12/2/2023 9:51,R_25ZKpnI3Vm4ZdGN,30.165501,-85.711601,EN,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/29/2023 15:51,11/29/2023 15:51,0,108.213.123.234,100,11,1,11/29/2023 15:51,R_Wj0e3HbeJ9XANW1,25.7869,-80.202103,EN,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/30/2023 10:07,11/30/2023 10:08,0,108.213.123.81,12,29,0,12/7/2023 10:08,R_2awU9d4MaDqwNuB,,,ES,1,1,43,,,,,,,,,,,,,,,,,,,,,,,,,,
11/27/2023 9:24,11/27/2023 9:25,0,108.215.66.176,100,38,1,11/27/2023 9:25,R_3kqhgzrMH6rpesG,28.759399,-81.351196,ES,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/29/2023 15:47,11/29/2023 17:01,0,108.216.101.89,48,4458,0,12/6/2023 17:01,R_2xVQXE2GRaV9pH4,,,EN,1,1,56,1,3,"4,9",4,3,1,5,2,6,1,5,1,2,2,,,,,,,,,,,,
11/27/2023 10:04,11/27/2023 10:07,0,108.221.174.244,100,152,1,11/27/2023 10:07,R_wKJuvfwWmzNEWnn,28.5788,-81.439598,EN,1,1,48,3,5,4,2,3,1,5,4,6,1,1,1,2,2,8,3,4,1,1,1,8,7,1,2,2,5
11/29/2023 15:56,11/29/2023 16:01,0,108.222.25.31,100,249,1,11/29/2023 16:01,R_3sB07mOGoj0d3fI,26.1481,-80.208801,EN,1,1,6,6,6,"4,12,11",3,1,4,6,2,5,1,1,3,2,1,8,6,5,2,1,1,3,6,4,2,2,3
11/29/2023 11:21,11/29/2023 11:24,0,108.224.145.131,100,151,1,11/29/2023 11:24,R_2YfYio8gJnEaZGo,26.2729,-80.260002,EN,1,1,6,6,6,8,5,2,1,3,4,6,1,2,1,2,1,9,3,5,1,1,1,8,7,1,2,2,3
